class,kind,selector,address,size,basic_blocks,symbol
WCLGTextEditorViewController,-,keyboardOverlap,0x3d6a0c,16,1,method.WCLGTextEditorViewController.keyboardOverlap
WCLGTextEditorViewController,-,setKeyboardOverlap:,0x3d6a1c,16,1,method.WCLGTextEditorViewController.setKeyboardOverlap:
WCLGSettingsViewController,-,init,0x3d6aa8,16,1,method.WCLGSettingsViewController.init
WCLGSettingsViewController,-,initWithPanel:,0x3d6ab8,80,3,method.WCLGSettingsViewController.initWithPanel:
WCLGSettingsViewController,+,homeGroupsSettingsController,0x3d6b08,36,1,method.class.WCLGSettingsViewController.homeGroupsSettingsController
WCLGSettingsViewController,-,wclgDismissModal,0x3d6b2c,20,1,method.WCLGSettingsViewController.wclgDismissModal
WCLGSettingsViewController,-,isDarkMode,0x3d6f44,80,1,method.WCLGSettingsViewController.isDarkMode
WCLGSettingsViewController,-,cellBackgroundColor,0x3d6f94,96,4,method.WCLGSettingsViewController.cellBackgroundColor
WCLGSettingsViewController,-,primaryTextColor,0x3d6ff4,100,4,method.WCLGSettingsViewController.primaryTextColor
WCLGSettingsViewController,-,secondaryTextColor,0x3d7058,100,4,method.WCLGSettingsViewController.secondaryTextColor
WCLGSettingsViewController,-,authorizationCellBackgroundColorForAllowed:,0x3d70bc,216,8,method.WCLGSettingsViewController.authorizationCellBackgroundColorForAllowed:
WCLGSettingsViewController,-,applyAuthorizationBackgroundToCell:allowed:,0x3d7194,216,1,method.WCLGSettingsViewController.applyAuthorizationBackgroundToCell:allowed:
WCLGSettingsViewController,-,gradientColorsA,0x3d726c,608,6,method.WCLGSettingsViewController.gradientColorsA
WCLGSettingsViewController,-,gradientColorsB,0x3d74cc,612,6,method.WCLGSettingsViewController.gradientColorsB
WCLGSettingsViewController,-,setupBackground,0x3d7730,2000,5,method.WCLGSettingsViewController.setupBackground
WCLGSettingsViewController,-,refreshBackground,0x3d7f00,696,1,method.WCLGSettingsViewController.refreshBackground
WCLGSettingsViewController,-,startBackgroundAnimations,0x3d81b8,1396,8,method.WCLGSettingsViewController.startBackgroundAnimations
WCLGSettingsViewController,-,tableFrameForCurrentBounds,0x3d872c,220,3,method.WCLGSettingsViewController.tableFrameForCurrentBounds
WCLGSettingsViewController,-,layoutSettingsTableForCurrentBounds,0x3d8808,320,4,method.WCLGSettingsViewController.layoutSettingsTableForCurrentBounds
WCLGSettingsViewController,-,viewDidLoad,0x3d8ac8,2248,14,method.WCLGSettingsViewController.viewDidLoad
WCLGSettingsViewController,-,viewWillAppear:,0x3d9390,440,1,method.WCLGSettingsViewController.viewWillAppear:
WCLGSettingsViewController,-,viewDidAppear:,0x3d9620,192,1,method.WCLGSettingsViewController.viewDidAppear:
WCLGSettingsViewController,-,viewDidLayoutSubviews,0x3d97b8,112,1,method.WCLGSettingsViewController.viewDidLayoutSubviews
WCLGSettingsViewController,-,traitCollectionDidChange:,0x3d9828,364,1,method.WCLGSettingsViewController.traitCollectionDidChange:
WCLGSettingsViewController,-,refreshRootEdgeFadeMaskFrame,0x3d9994,452,4,method.WCLGSettingsViewController.refreshRootEdgeFadeMaskFrame
WCLGSettingsViewController,-,suppressRootNativeEdgeEffectsRecursively:,0x3d9b58,1500,23,method.WCLGSettingsViewController.suppressRootNativeEdgeEffectsRecursively:
WCLGSettingsViewController,-,refreshRootEdgeFades,0x3dabac,4464,24,method.WCLGSettingsViewController.refreshRootEdgeFades
WCLGSettingsViewController,-,scrollViewDidScroll:,0x3dbd1c,204,6,method.WCLGSettingsViewController.scrollViewDidScroll:
WCLGSettingsViewController,-,dismissSettings,0x3dbde8,264,8,method.WCLGSettingsViewController.dismissSettings
WCLGSettingsViewController,-,titleForPanel:,0x3dbef0,3520,5,method.WCLGSettingsViewController.titleForPanel:
WCLGSettingsViewController,-,headerViewWithWidth:,0x3dccf8,2872,12,method.WCLGSettingsViewController.headerViewWithWidth:
WCLGSettingsViewController,-,numberOfSectionsInTableView:,0x3dd830,224,14,method.WCLGSettingsViewController.numberOfSectionsInTableView:
WCLGSettingsViewController,-,tableView:numberOfRowsInSection:,0x3dd910,920,38,method.WCLGSettingsViewController.tableView:numberOfRowsInSection:
WCLGSettingsViewController,-,tableView:canEditRowAtIndexPath:,0x3ddd04,108,4,method.WCLGSettingsViewController.tableView:canEditRowAtIndexPath:
WCLGSettingsViewController,-,tableView:editingStyleForRowAtIndexPath:,0x3ddd70,8,1,method.WCLGSettingsViewController.tableView:editingStyleForRowAtIndexPath:
WCLGSettingsViewController,-,tableView:shouldIndentWhileEditingRowAtIndexPath:,0x3ddd78,8,1,method.WCLGSettingsViewController.tableView:shouldIndentWhileEditingRowAtIndexPath:
WCLGSettingsViewController,-,tableView:canMoveRowAtIndexPath:,0x3ddd80,108,4,method.WCLGSettingsViewController.tableView:canMoveRowAtIndexPath:
WCLGSettingsViewController,-,tableView:targetIndexPathForMoveFromRowAtIndexPath:toProposedIndexPath:,0x3dddec,164,4,method.WCLGSettingsViewController.tableView:targetIndexPathForMoveFromRowAtIndexPath:toProposedIndexPath:
WCLGSettingsViewController,-,tableView:moveRowAtIndexPath:toIndexPath:,0x3dde90,340,8,method.WCLGSettingsViewController.tableView:moveRowAtIndexPath:toIndexPath:
WCLGSettingsViewController,-,tableView:titleForHeaderInSection:,0x3ddfe4,3228,24,method.WCLGSettingsViewController.tableView:titleForHeaderInSection:
WCLGSettingsViewController,-,tableView:heightForHeaderInSection:,0x3dec80,84,3,method.WCLGSettingsViewController.tableView:heightForHeaderInSection:
WCLGSettingsViewController,-,tableView:titleForFooterInSection:,0x3decd4,10424,23,method.WCLGSettingsViewController.tableView:titleForFooterInSection:
WCLGSettingsViewController,-,tableView:heightForFooterInSection:,0x3e158c,860,27,method.WCLGSettingsViewController.tableView:heightForFooterInSection:
WCLGSettingsViewController,-,rootFooterHeightForTableView:,0x3e18e8,252,1,method.WCLGSettingsViewController.rootFooterHeightForTableView:
WCLGSettingsViewController,-,tableView:viewForFooterInSection:,0x3e19e4,1788,9,method.WCLGSettingsViewController.tableView:viewForFooterInSection:
WCLGSettingsViewController,-,tableView:heightForRowAtIndexPath:,0x3e20e0,528,27,method.WCLGSettingsViewController.tableView:heightForRowAtIndexPath:
WCLGSettingsViewController,-,preparedSettingsCellForTableView:,0x3e22f0,1944,14,method.WCLGSettingsViewController.preparedSettingsCellForTableView:
WCLGSettingsViewController,-,configureSwitchCell:switch:title:detail:tag:on:enabled:,0x3e2a88,408,1,method.WCLGSettingsViewController.configureSwitchCell:switch:title:detail:tag:on:enabled:
WCLGSettingsViewController,-,configurePickerCell:title:detail:enabled:,0x3e2c20,376,1,method.WCLGSettingsViewController.configurePickerCell:title:detail:enabled:
WCLGSettingsViewController,-,configureSegmentedCell:title:items:selectedIndex:tag:enabled:,0x3e2d98,680,1,method.WCLGSettingsViewController.configureSegmentedCell:title:items:selectedIndex:tag:enabled:
WCLGSettingsViewController,-,tabBarIconOffsetDisplayValue:,0x3e3040,268,5,method.WCLGSettingsViewController.tabBarIconOffsetDisplayValue:
WCLGSettingsViewController,-,tabBarAdjustmentModeTitle:,0x3e314c,160,5,method.WCLGSettingsViewController.tabBarAdjustmentModeTitle:
WCLGSettingsViewController,-,tabBarIconOffsetDetailForMode:axis:,0x3e31ec,1200,3,method.WCLGSettingsViewController.tabBarIconOffsetDetailForMode:axis:
WCLGSettingsViewController,-,tabBarIconSpacingDetailForMode:,0x3e369c,604,3,method.WCLGSettingsViewController.tabBarIconSpacingDetailForMode:
WCLGSettingsViewController,-,configureTabBarIconOffsetCell:axis:value:enabled:,0x3e38f8,2140,17,method.WCLGSettingsViewController.configureTabBarIconOffsetCell:axis:value:enabled:
WCLGSettingsViewController,-,tabBarIconScaleDisplayValue:,0x3e41d4,212,3,method.WCLGSettingsViewController.tabBarIconScaleDisplayValue:
WCLGSettingsViewController,-,configureTabBarIconScaleCell:value:enabled:,0x3e42a8,2188,6,method.WCLGSettingsViewController.configureTabBarIconScaleCell:value:enabled:
WCLGSettingsViewController,-,homeTextMetricDisplayValue:suffix:,0x3e4b34,384,3,method.WCLGSettingsViewController.homeTextMetricDisplayValue:suffix:
WCLGSettingsViewController,-,configureHomeTextMetricCell:title:detail:value:minimum:maximum:step:tag:,0x3e4cb4,1020,1,method.WCLGSettingsViewController.configureHomeTextMetricCell:title:detail:value:minimum:maximum:step:tag:
WCLGSettingsViewController,-,displayNameForHomeCardID:,0x3e50b0,1184,12,method.WCLGSettingsViewController.displayNameForHomeCardID:
WCLGSettingsViewController,-,configureFuncCardStepperCell:title:detail:value:minimum:maximum:step:suffix:tag:,0x3e5550,1096,1,method.WCLGSettingsViewController.configureFuncCardStepperCell:title:detail:value:minimum:maximum:step:suffix:tag:
WCLGSettingsViewController,-,rootCardWithFrame:title:detail:symbol:tag:enabled:switchView:,0x3e5998,2640,17,method.WCLGSettingsViewController.rootCardWithFrame:title:detail:symbol:tag:enabled:switchView:
WCLGSettingsViewController,-,rootGridCellForTableView:indexPath:,0x3e63e8,12864,37,method.WCLGSettingsViewController.rootGridCellForTableView:indexPath:
WCLGSettingsViewController,-,tableView:cellForRowAtIndexPath:,0x3e9628,110508,844,method.WCLGSettingsViewController.tableView:cellForRowAtIndexPath:
WCLGSettingsViewController,-,showOfficialAccountAlert,0x4063c8,704,6,method.WCLGSettingsViewController.showOfficialAccountAlert
WCLGSettingsViewController,-,officialAccountReadyForAction,0x4066a0,108,5,method.WCLGSettingsViewController.officialAccountReadyForAction
WCLGSettingsViewController,-,reconcileDependentFeatureSwitches,0x40670c,712,30,method.WCLGSettingsViewController.reconcileDependentFeatureSwitches
WCLGSettingsViewController,-,promptRestartForLiquidToggle,0x4069d4,952,5,method.WCLGSettingsViewController.promptRestartForLiquidToggle
WCLGSettingsViewController,-,applySMSIconVariantSegment:enabledKey:weightKey:refreshWindows:refreshTopMorphActions:refreshSMSBackChevron:,0x406e08,324,10,method.WCLGSettingsViewController.applySMSIconVariantSegment:enabledKey:weightKey:refreshWindows:refreshTopMorphActions:refreshSMSBackChevron:
WCLGSettingsViewController,-,segmentedControlChanged:,0x406f4c,2584,69,method.WCLGSettingsViewController.segmentedControlChanged:
WCLGSettingsViewController,-,toggleSwitch:,0x407964,12144,433,method.WCLGSettingsViewController.toggleSwitch:
WCLGSettingsViewController,-,tabBarIconOffsetStepperChanged:,0x40af80,512,10,method.WCLGSettingsViewController.tabBarIconOffsetStepperChanged:
WCLGSettingsViewController,-,tabBarIconScaleStepperChanged:,0x40b180,376,3,method.WCLGSettingsViewController.tabBarIconScaleStepperChanged:
WCLGSettingsViewController,-,homeTextMetricStepperChanged:,0x40b2f8,3016,90,method.WCLGSettingsViewController.homeTextMetricStepperChanged:
WCLGSettingsViewController,-,funcCardStepperChanged:,0x40bf14,964,26,method.WCLGSettingsViewController.funcCardStepperChanged:
WCLGSettingsViewController,-,openReleasePage,0x40c2d8,148,3,method.WCLGSettingsViewController.openReleasePage
WCLGSettingsViewController,-,promptAddHomeGroup,0x40c36c,696,3,method.WCLGSettingsViewController.promptAddHomeGroup
WCLGSettingsViewController,-,promptRenameHomeGroup:,0x40c824,772,5,method.WCLGSettingsViewController.promptRenameHomeGroup:
WCLGSettingsViewController,-,presentHomeGroupActionsForGroup:atDisplayIndex:,0x40cd78,2860,19,method.WCLGSettingsViewController.presentHomeGroupActionsForGroup:atDisplayIndex:
WCLGSettingsViewController,-,configureHomeGroupsOffsetSliderCell:value:enabled:,0x40dcd4,1464,6,method.WCLGSettingsViewController.configureHomeGroupsOffsetSliderCell:value:enabled:
WCLGSettingsViewController,-,homeGroupsOffsetSliderChanged:,0x40e28c,964,11,method.WCLGSettingsViewController.homeGroupsOffsetSliderChanged:
WCLGSettingsViewController,-,homeGroupsOffsetSliderDone:,0x40e650,112,1,method.WCLGSettingsViewController.homeGroupsOffsetSliderDone:
WCLGSettingsViewController,-,configureChatBubbleCompactGapSliderCell:title:key:value:enabled:,0x40e6c0,936,3,method.WCLGSettingsViewController.configureChatBubbleCompactGapSliderCell:title:key:value:enabled:
WCLGSettingsViewController,-,configureChatIndentSliderCell:title:key:value:enabled:,0x40ea68,944,3,method.WCLGSettingsViewController.configureChatIndentSliderCell:title:key:value:enabled:
WCLGSettingsViewController,-,configureAvatarCardSliderCell:title:key:value:minimum:maximum:enabled:,0x40ee18,940,3,method.WCLGSettingsViewController.configureAvatarCardSliderCell:title:key:value:minimum:maximum:enabled:
WCLGSettingsViewController,-,chatBubbleCompactGapSliderChanged:,0x40f1c4,524,8,method.WCLGSettingsViewController.chatBubbleCompactGapSliderChanged:
WCLGSettingsViewController,-,chatBubbleCompactGapSliderDone:,0x40f3d0,536,8,method.WCLGSettingsViewController.chatBubbleCompactGapSliderDone:
WCLGSettingsViewController,-,configureAvatarScaleSliderCell:title:key:value:enabled:,0x40f5e8,932,3,method.WCLGSettingsViewController.configureAvatarScaleSliderCell:title:key:value:enabled:
WCLGSettingsViewController,-,avatarScaleSliderChanged:,0x40f98c,508,8,method.WCLGSettingsViewController.avatarScaleSliderChanged:
WCLGSettingsViewController,-,avatarScaleSliderDone:,0x40fb88,216,3,method.WCLGSettingsViewController.avatarScaleSliderDone:
WCLGSettingsViewController,-,wclgPresentSingleBubblePositionPicker,0x40fc60,1460,8,method.WCLGSettingsViewController.wclgPresentSingleBubblePositionPicker
WCLGSettingsViewController,-,wclgPresentBubblePackPicker,0x410428,3800,24,method.WCLGSettingsViewController.wclgPresentBubblePackPicker
WCLGSettingsViewController,-,wclgBubbleActionThumbnailForName:,0x411524,964,19,method.WCLGSettingsViewController.wclgBubbleActionThumbnailForName:
WCLGSettingsViewController,-,wclgAttachBubbleThumbnailForName:toAction:,0x4118e8,268,5,method.WCLGSettingsViewController.wclgAttachBubbleThumbnailForName:toAction:
WCLGSettingsViewController,-,wclgPresentBubbleRolePickerSender:dark:,0x411a0c,4088,22,method.WCLGSettingsViewController.wclgPresentBubbleRolePickerSender:dark:
WCLGSettingsViewController,-,configureMergeInsetSliderCell:title:detail:key:value:enabled:,0x412b3c,880,1,method.WCLGSettingsViewController.configureMergeInsetSliderCell:title:detail:key:value:enabled:
WCLGSettingsViewController,-,mergeInsetSliderChanged:,0x413088,384,6,method.WCLGSettingsViewController.mergeInsetSliderChanged:
WCLGSettingsViewController,-,mergeInsetSliderDone:,0x413208,216,3,method.WCLGSettingsViewController.mergeInsetSliderDone:
WCLGSettingsViewController,-,configureHomeGroupsGapSliderCell:value:enabled:,0x4132e0,1456,6,method.WCLGSettingsViewController.configureHomeGroupsGapSliderCell:value:enabled:
WCLGSettingsViewController,-,homeGroupsGapSliderChanged:,0x413890,1000,11,method.WCLGSettingsViewController.homeGroupsGapSliderChanged:
WCLGSettingsViewController,-,homeGroupsGapSliderDone:,0x413c78,112,1,method.WCLGSettingsViewController.homeGroupsGapSliderDone:
WCLGSettingsViewController,-,configureHomeGroupsWidthSliderCell:value:enabled:,0x413ce8,1508,6,method.WCLGSettingsViewController.configureHomeGroupsWidthSliderCell:value:enabled:
WCLGSettingsViewController,-,homeGroupsWidthSliderChanged:,0x4142cc,1016,11,method.WCLGSettingsViewController.homeGroupsWidthSliderChanged:
WCLGSettingsViewController,-,homeGroupsWidthSliderDone:,0x4146c4,112,1,method.WCLGSettingsViewController.homeGroupsWidthSliderDone:
WCLGSettingsViewController,-,configureHomeGroupsStripFontSliderCell:value:enabled:,0x414734,996,3,method.WCLGSettingsViewController.configureHomeGroupsStripFontSliderCell:value:enabled:
WCLGSettingsViewController,-,homeGroupsStripFontSliderChanged:,0x414b18,540,8,method.WCLGSettingsViewController.homeGroupsStripFontSliderChanged:
WCLGSettingsViewController,-,homeGroupsStripFontSliderDone:,0x414d34,116,1,method.WCLGSettingsViewController.homeGroupsStripFontSliderDone:
WCLGSettingsViewController,-,configureHomeGroupsStripWidthSliderCell:value:enabled:,0x414da8,1012,3,method.WCLGSettingsViewController.configureHomeGroupsStripWidthSliderCell:value:enabled:
WCLGSettingsViewController,-,homeGroupsStripWidthSliderChanged:,0x41519c,544,8,method.WCLGSettingsViewController.homeGroupsStripWidthSliderChanged:
WCLGSettingsViewController,-,homeGroupsStripWidthSliderDone:,0x4153bc,112,1,method.WCLGSettingsViewController.homeGroupsStripWidthSliderDone:
WCLGSettingsViewController,-,configureHomeGroupsStripOffsetSliderCell:value:enabled:,0x41542c,1432,6,method.WCLGSettingsViewController.configureHomeGroupsStripOffsetSliderCell:value:enabled:
WCLGSettingsViewController,-,homeGroupsStripOffsetSliderChanged:,0x4159c4,964,11,method.WCLGSettingsViewController.homeGroupsStripOffsetSliderChanged:
WCLGSettingsViewController,-,homeGroupsStripOffsetSliderDone:,0x415d88,112,1,method.WCLGSettingsViewController.homeGroupsStripOffsetSliderDone:
WCLGSettingsViewController,-,wclgDefaultExpandedGroupName,0x415df8,724,22,method.WCLGSettingsViewController.wclgDefaultExpandedGroupName
WCLGSettingsViewController,-,presentHomeGroupsFullscreenEdgePicker,0x4160cc,2184,19,method.WCLGSettingsViewController.presentHomeGroupsFullscreenEdgePicker
WCLGSettingsViewController,-,wclgFullscreenDefaultGroupName,0x4169bc,844,22,method.WCLGSettingsViewController.wclgFullscreenDefaultGroupName
WCLGSettingsViewController,-,presentHomeGroupsFullscreenDefaultGroupPicker,0x416d08,2848,20,method.WCLGSettingsViewController.presentHomeGroupsFullscreenDefaultGroupPicker
WCLGSettingsViewController,-,presentHomeGroupsDefaultExpandedPicker,0x4178f8,2452,18,method.WCLGSettingsViewController.presentHomeGroupsDefaultExpandedPicker
WCLGSettingsViewController,-,presentHomeGroupsDefaultActionsAtIndex:,0x418340,2316,11,method.WCLGSettingsViewController.presentHomeGroupsDefaultActionsAtIndex:
WCLGSettingsViewController,-,presentHomeListCardValuePickerWithTitle:message:options:optionTitler:currentValue:onPick:,0x418d04,1392,18,method.WCLGSettingsViewController.presentHomeListCardValuePickerWithTitle:message:options:optionTitler:currentValue:onPick:
WCLGSettingsViewController,-,configureHomeListCardInsetSliderCell:value:enabled:,0x4192d0,1084,8,method.WCLGSettingsViewController.configureHomeListCardInsetSliderCell:value:enabled:
WCLGSettingsViewController,-,homeListCardInsetSliderChanged:,0x41970c,700,12,method.WCLGSettingsViewController.homeListCardInsetSliderChanged:
WCLGSettingsViewController,-,homeListCardInsetSliderDone:,0x4199c8,168,1,method.WCLGSettingsViewController.homeListCardInsetSliderDone:
WCLGSettingsViewController,-,configureHomeCardCornerSliderCell:title:value:key:enabled:,0x419a70,1060,8,method.WCLGSettingsViewController.configureHomeCardCornerSliderCell:title:value:key:enabled:
WCLGSettingsViewController,-,homeCardCornerSliderChanged:,0x419e94,608,12,method.WCLGSettingsViewController.homeCardCornerSliderChanged:
WCLGSettingsViewController,-,homeCardCornerSliderDone:,0x41a0f4,256,5,method.WCLGSettingsViewController.homeCardCornerSliderDone:
WCLGSettingsViewController,-,presentHomeListCardGapPicker,0x41a1f4,1044,5,method.WCLGSettingsViewController.presentHomeListCardGapPicker
WCLGSettingsViewController,-,pushHomeListCardColorPicker,0x41a764,616,7,method.WCLGSettingsViewController.pushHomeListCardColorPicker
WCLGSettingsViewController,-,presentHomeGroupsTextColorPicker,0x41aacc,4212,20,method.WCLGSettingsViewController.presentHomeGroupsTextColorPicker
WCLGSettingsViewController,-,pushHomeGroupsPillColorPickerSelected:,0x41bbdc,724,9,method.WCLGSettingsViewController.pushHomeGroupsPillColorPickerSelected:
WCLGSettingsViewController,-,presentHomeGroupsBadgeColorPicker,0x41bf8c,576,7,method.WCLGSettingsViewController.presentHomeGroupsBadgeColorPicker
WCLGSettingsViewController,-,pushHomeGroupsStripSelectedColorPicker,0x41c2a8,568,7,method.WCLGSettingsViewController.pushHomeGroupsStripSelectedColorPicker
WCLGSettingsViewController,-,presentHomePinnedBadgeColorPicker,0x41c5bc,460,5,method.WCLGSettingsViewController.presentHomePinnedBadgeColorPicker
WCLGSettingsViewController,-,presentHomeGroupMembersForGroupID:,0x41c85c,1560,20,method.WCLGSettingsViewController.presentHomeGroupMembersForGroupID:
WCLGSettingsViewController,-,rootCardTapped:,0x41d014,572,18,method.WCLGSettingsViewController.rootCardTapped:
WCLGSettingsViewController,-,pushHomeTextContentEditor,0x41d250,792,3,method.WCLGSettingsViewController.pushHomeTextContentEditor
WCLGSettingsViewController,-,pushFunctionCardHTMLEditor,0x41d6f4,1068,5,method.WCLGSettingsViewController.pushFunctionCardHTMLEditor
WCLGSettingsViewController,-,pushFunctionCardCodeLibrary,0x41dc14,300,1,method.WCLGSettingsViewController.pushFunctionCardCodeLibrary
WCLGSettingsViewController,-,pushFunctionCardURLEditor,0x41de28,928,3,method.WCLGSettingsViewController.pushFunctionCardURLEditor
WCLGSettingsViewController,-,pushHomeCapsulePinnedColorPickerTitle:lightKey:darkKey:lightMode:darkMode:,0x41e3a0,372,1,method.WCLGSettingsViewController.pushHomeCapsulePinnedColorPickerTitle:lightKey:darkKey:lightMode:darkMode:
WCLGSettingsViewController,-,pushFunctionCardColorPickerKey:title:,0x41e608,384,1,method.WCLGSettingsViewController.pushFunctionCardColorPickerKey:title:
WCLGSettingsViewController,-,pushVoiceWaveColorPicker,0x41e85c,504,3,method.WCLGSettingsViewController.pushVoiceWaveColorPicker
WCLGSettingsViewController,-,pushHomeTextFontSizesEditor,0x41eb5c,1060,3,method.WCLGSettingsViewController.pushHomeTextFontSizesEditor
WCLGSettingsViewController,-,pushHomeTextFontWeightsEditor,0x41f54c,1180,3,method.WCLGSettingsViewController.pushHomeTextFontWeightsEditor
WCLGSettingsViewController,-,pushSearchTabBarPlaceholderEditor,0x41ffc8,780,3,method.WCLGSettingsViewController.pushSearchTabBarPlaceholderEditor
WCLGSettingsViewController,-,presentSearchTabBarBadgeColorPicker,0x4205e8,824,13,method.WCLGSettingsViewController.presentSearchTabBarBadgeColorPicker
WCLGSettingsViewController,-,pushChatBottomPlaceholderEditor,0x420a80,796,3,method.WCLGSettingsViewController.pushChatBottomPlaceholderEditor
WCLGSettingsViewController,-,pushHomeTextColorPickerWithPurpose:key:darkKey:defaultMode:,0x421040,452,1,method.WCLGSettingsViewController.pushHomeTextColorPickerWithPurpose:key:darkKey:defaultMode:
WCLGSettingsViewController,-,pushPaymentBubbleTextColorPicker,0x421300,508,3,method.WCLGSettingsViewController.pushPaymentBubbleTextColorPicker
WCLGSettingsViewController,-,pushAvatarCardColorPickerTitle:lightKey:darkKey:,0x421600,468,1,method.WCLGSettingsViewController.pushAvatarCardColorPickerTitle:lightKey:darkKey:
WCLGSettingsViewController,-,promptAvatarCardTimeFormatForSelf:,0x4218c8,3536,11,method.WCLGSettingsViewController.promptAvatarCardTimeFormatForSelf:
WCLGSettingsViewController,-,pushChatTextColorPickerForSend:,0x4228d4,868,6,method.WCLGSettingsViewController.pushChatTextColorPickerForSend:
WCLGSettingsViewController,-,pushChatBottomSMSSendColorPicker,0x422d34,336,1,method.WCLGSettingsViewController.pushChatBottomSMSSendColorPicker
WCLGSettingsViewController,-,wclgPromptChatTopCapsuleSubtitle,0x422f88,1244,5,method.WCLGSettingsViewController.wclgPromptChatTopCapsuleSubtitle
WCLGSettingsViewController,-,pushSMSBottomBarIconColorPicker,0x423764,332,1,method.WCLGSettingsViewController.pushSMSBottomBarIconColorPicker
WCLGSettingsViewController,-,openImagePickerWithPurpose:allowsEditing:,0x4239b4,724,6,method.WCLGSettingsViewController.openImagePickerWithPurpose:allowsEditing:
WCLGSettingsViewController,-,openChatBottomTGAvatarImagePicker,0x423c88,20,1,method.WCLGSettingsViewController.openChatBottomTGAvatarImagePicker
WCLGSettingsViewController,-,openHomePinnedMaskImagePickerForDark:,0x423c9c,28,1,method.WCLGSettingsViewController.openHomePinnedMaskImagePickerForDark:
WCLGSettingsViewController,-,openHomePinnedMaskDocumentPickerForDark:,0x423cb8,616,9,method.WCLGSettingsViewController.openHomePinnedMaskDocumentPickerForDark:
WCLGSettingsViewController,-,documentPicker:didPickDocumentsAtURLs:,0x423f20,1508,39,method.WCLGSettingsViewController.documentPicker:didPickDocumentsAtURLs:
WCLGSettingsViewController,-,presentHomePinnedMaskPicker,0x424504,3200,9,method.WCLGSettingsViewController.presentHomePinnedMaskPicker
WCLGSettingsViewController,-,openChatWallpaperImagePickerForDarkMode:,0x4253a4,28,1,method.WCLGSettingsViewController.openChatWallpaperImagePickerForDarkMode:
WCLGSettingsViewController,-,openHomeWallpaperImagePickerForDarkMode:,0x4253c0,28,1,method.WCLGSettingsViewController.openHomeWallpaperImagePickerForDarkMode:
WCLGSettingsViewController,-,presentChatBottomTGAvatarPicker,0x4253dc,1672,7,method.WCLGSettingsViewController.presentChatBottomTGAvatarPicker
WCLGSettingsViewController,-,presentChatWallpaperPickerForDarkMode:,0x425b2c,1816,7,method.WCLGSettingsViewController.presentChatWallpaperPickerForDarkMode:
WCLGSettingsViewController,-,presentHomeWallpaperPickerForDarkMode:,0x426318,1892,7,method.WCLGSettingsViewController.presentHomeWallpaperPickerForDarkMode:
WCLGSettingsViewController,-,refreshLibraryFooter,0x426b50,864,16,method.WCLGSettingsViewController.refreshLibraryFooter
WCLGSettingsViewController,-,buildImageLibraryFooterWithWidth:category:title:,0x426eb0,4860,21,method.WCLGSettingsViewController.buildImageLibraryFooterWithWidth:category:title:
WCLGSettingsViewController,-,currentLibraryCategory,0x4281ac,104,4,method.WCLGSettingsViewController.currentLibraryCategory
WCLGSettingsViewController,-,presentMultiPhotoPickerForLibraryCategory:,0x428214,740,7,method.WCLGSettingsViewController.presentMultiPhotoPickerForLibraryCategory:
WCLGSettingsViewController,-,presentMultiDocumentPickerForLibraryCategory:,0x4284f8,572,5,method.WCLGSettingsViewController.presentMultiDocumentPickerForLibraryCategory:
WCLGSettingsViewController,-,finishLibraryBatchAdd:category:,0x428734,88,1,method.WCLGSettingsViewController.finishLibraryBatchAdd:category:
WCLGSettingsViewController,-,picker:didFinishPicking:,0x42879c,812,14,method.WCLGSettingsViewController.picker:didFinishPicking:
WCLGSettingsViewController,-,imageLibraryAddTapped:,0x428b4c,1488,3,method.WCLGSettingsViewController.imageLibraryAddTapped:
WCLGSettingsViewController,-,imageLibraryThumbTapped:,0x4291c4,408,7,method.WCLGSettingsViewController.imageLibraryThumbTapped:
WCLGSettingsViewController,-,presentSubtitleIconLibraryActionsForItem:sourceView:,0x42935c,1248,3,method.WCLGSettingsViewController.presentSubtitleIconLibraryActionsForItem:sourceView:
WCLGSettingsViewController,-,presentWallpaperHistoryActionsForItem:sourceView:,0x429a24,2256,12,method.WCLGSettingsViewController.presentWallpaperHistoryActionsForItem:sourceView:
WCLGSettingsViewController,-,presentAvatarLibraryActionsForItem:sourceView:,0x42a4d4,1056,12,method.WCLGSettingsViewController.presentAvatarLibraryActionsForItem:sourceView:
WCLGSettingsViewController,-,afterImageLibraryChanged,0x42a964,84,1,method.WCLGSettingsViewController.afterImageLibraryChanged
WCLGSettingsViewController,-,roundedThumbForImage:side:,0x42a9b8,404,4,method.WCLGSettingsViewController.roundedThumbForImage:side:
WCLGSettingsViewController,-,displayNameForWxid:,0x42ab4c,2280,23,method.WCLGSettingsViewController.displayNameForWxid:
WCLGSettingsViewController,-,configureAvatarUserCell:wxid:,0x42b464,824,3,method.WCLGSettingsViewController.configureAvatarUserCell:wxid:
WCLGSettingsViewController,-,handleAvatarReplaceSelectionAtRow:sourceView:,0x42b79c,564,8,method.WCLGSettingsViewController.handleAvatarReplaceSelectionAtRow:sourceView:
WCLGSettingsViewController,-,imagePickerController:didFinishPickingMediaWithInfo:,0x42bac4,844,26,method.WCLGSettingsViewController.imagePickerController:didFinishPickingMediaWithInfo:
WCLGSettingsViewController,-,imagePickerControllerDidCancel:,0x42c2ac,88,1,method.WCLGSettingsViewController.imagePickerControllerDidCancel:
